Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
"dich vu tot , lai xe nhiet tinh , vui ve ... biet cac quan an ngon va ban dia tai tp quy nhon
tài xế thân thiện , đúng giờ đúng tuyến , cảm ơn dv phương khang car.
",0,0,0,0,4,0
"uống quán này cũng gần được năm mà giờ mới review vì mắc bệnh lười  không gian : nhỏ nhưng ấm áp, decor bắt mắt. mình rất thích tới đây tám chuyện với bạn bè vì không khí yên tĩnh không ồn ào náo nhiệt như nhiều quán khác. đặc biệt là có điều hoà ngồi mát mẻ, sạch sẽ. chủ quán hình như là fan của running man nên thấy lúc nào cũng mở chương trình này , ai cùng chung sở thích thì gia nhập lun nhé : chủ quán: hiền, dễ thương nhưng thương không dễ lâu lâu hơi tưng tửng xíu nhưng mà lại thấy vui  chất lượng: đã uống thử nhiều quán trà sữa ở quy nhơn nhưng cuối cùng vẫn quay lại đây vì thấy không chỗ nào bằng chỗ này. mình thì mùa hè hay uốg soda chanh dây, chanh dây ép, sorbet cam xoài. còn mùa đông lạnh lạnh thì uống hồng trà sữa hay trà sữa lít. đúng kiểu tâm trạng mùa nào uống thức đó.. so deep.. menu còn rất nhiều món nhưng tính mình chung thuỷ uống nào ngon thì cứ uống hoài thui :",0,0,0,5,0,0
"nơi này có bầu không khí rất tuyệt, âm nhạc rất đặc biệt với múa bụng hàng ngày.",4,0,0,0,0,0
"quán sạch sẽ, đồ ăn tươi, phong cách phục vụ nhân viên tốt.",0,0,0,5,0,0
đáng thử nếu bạn thích đồ ăn ấn độ,0,0,0,4,0,0
con trai tôi cũng thực sự thích nó.,0,4,0,0,0,0
"giá vả hợp lý, người bán chân thật, thân thiện",0,0,0,0,0,5
"thị trường có tất cả các loại quần áo bạn cần và với một phần nhỏ của giá, chỉ khi bạn chuẩn bị mặc cả có thể khá thú vị",0,0,0,0,0,3
"xem thật tuyệt vời. nhân viên đã vô ích. anh ấy khó mà phát hiện ra rằng những bức ảnh trên thực đơn trông to hơn rất nhiều so với thực tế. đã đặt hàng nhiều loại nguồn điện nhỏ ngay cả đối với loại ""lớn"". ra đĩa bên nhỏ. chúng tôi hỏi liệu chúng tôi có c",0,0,0,3,0,0
"quy nhơn về đêm quá lung linh và tôi muốn đi dạo phố ngắm toàn cảnh thành phố. và tôi tìm đến dịch vụ cho thuê xe máy . rất hài lòng về dòng xe ab mà a giao đến. xe đi rất êm, và a chủ rất nhiệt tình ạ. có dịp sẽ quay lại nơi đây để gặp a chủ hihi",0,0,0,0,5,0
"ấn tượng đầu tiên về silent là về không gian cực đẹp, chụp hình cực ưng ý. quán là trong những quán cafe có kiểu thiết kế mới lạ khi kết hợp các yếu tố sang trọng cùng các chi tiết xanh thiên nhiên . thay vì những bức tường xi măng khô khan là những tấm kính trong suốt được trang trí bằng những chùm đèn bắt mắt hay những mảng tường được phủ xanh bởi lá cây. bởi vậy, không gian của quán mang đến cho mọi người cảm giác như đang lạc vào lâu đài cổ tích vậy, đến cả đường đi vào wc cũng xinh lắm cơ :"". mà ở silent thì buổi tối đẹp hơn nhé  một điều đặc biệt nữa là ở tầng của quán có đặt cây đàn piano và quán có cho phép khách sử dụng đấy ạ  menu của quán thì không quá đa dạng, giá thì cao hơn tí so với mặt bằng chung nhưng đồ uống được trang trí cầu kì bắt mắt. các bạn nhân viên ở đây thì nhiệt tình và dễ thương cực kì luôn ấy :"" hãy tới và trải nghiệm silent theo cách của riêng mình đi nào",0,0,0,5,0,0
"xe ngọc thương đi an toàn, nhiệt tình, chờ khách hơi lâu",0,0,0,0,4,0
"cô chú vs mấy bạn bán hàng vui vẻ thân thiện, tư vấn tận tình, bạn nhân viên đóng hàng siêu cẩn thận. đồ ngon giá cả hợp lý. thanh toán cô còn giảm giá cho mk.địa chỉ uy tín để mọi ng mua quà khi đến quy nhơn
",0,0,0,0,0,5
để suất chiếuh mà tới rạp báo là suất sớm nên chưa có test phim. thiệt là khó chịu làm ăn không chuyên nghiệp,2,0,0,0,0,0
"khách sạn đẹp, có thể ngắm cảnh thành phố từ trên cao. vị trí thuận tiện, nhiều tiện ích đi kèm. chỉ tiếc là nhân viên phục vụ phòng ca thán nhiều việc, tranh cãi với nhau to đến mức mình nghe thấy.
",0,4,0,0,0,0
"good parking and price bãi đậu xe rất rộng rãi, nhà hàng ngay dưới sân rất tiện cho ăn uống nếu ko muốn đi ra ngoài",0,5,5,0,5,0
"xe đẹp, lái xe nhiệt tình, vui vẻ. chuyến đi sa pa, hà giang cùng dịch vụ thuê xe du lịch hà nội thành công tốt đẹp. cảm ơn bác tài và công ty rất tuyệt vời.
",0,0,0,0,5,0
"quán câu cá khá thú vị, nhân viên vui vẻ thân thiện đồ ăn ngon chất lượng, địa chỉ cũng dễ tìm mọi người đến tham quan và câu thử
",4,0,4,0,0,0
"nhân viên tận tình, vui vẻ, chất lượng tốt. đánh giá sao",0,0,0,0,5,0
"nhân viên nhiệt tình, lễ tân tuyệt vời, quản lý tốt.",0,5,5,0,0,0
cảm ơn bạn đã chia sẻ cách trồng và sử dụng cây của bạn tôi đã học được một cái gì đó mới và nấm rất ngon,0,0,0,4,0,0
"đi dịp tết nên thấy quán đông hơn mà nhân viên phục vụ cũng dễ thương, nhanh nhẹn. ở quy nhơn thấy quán này là nhân viên khá chuyên nghiệp, phục vụ nhẹ nhàng có hỏi han chứ không như các quán khác. quán này đi buổi tối đẹp hơn, không gian lung linh, huyền ảo, nhiều ánh đèn, mà mấy ngày này ngồi ở ngoài hơi lạnh. có số khu vực để sống ảo cũng tốt. nước pha vừa uống, không đến nỗi tệ. quán này có chị chủ rất dễ thương và nhiệt tình.",0,0,0,4,0,0
người lái xe rất tuyệt và đã cho chúng tôi nước đóng chai được đánh giá rất cao.,5,0,0,0,5,0
"mình đến quán vào buổi chiều khoảngh. lúc này quán chưa đông lắm. nhưng nghe bạn mình nói là về tối sẽ đông lắm ấy về thịt nướng và nem thì mình thấy rất ngon, ướp rất hợp khẩu vị không gian rộng rãi có nhiều bàn ghế, khang trang. xung quanh còn treo tranh trông khá nghệ thuật và bắt mát mình đi người và gọi combo này chỉk là quá ok no lun chắc chắn sẽ ghé lại nếu có dịp",0,0,0,5,0,0
"vô tình được chủ khách sạn giới thiệu về ốc ở đường ngọc hân công chúa khi tới nơi thì quá nhiều quán nên vợ chồng mình quyết định quán nào đông nhất thì vào, ốc ở này người ta gọi là ốc chỉ thích ăn gì chỉ nấy chứ không phải chế biến như ở hà nội mình . ốc ăn cũng ngonk / phần . hàu nướng thìk nướng mỡ hành ngon lắm các bác à mình tôi chén tới con hàu . haha nói tóm lại ở đây hôm là ghé hết quán này có món cá bò gì đo ăn ngon lắm các bác còn tôm hùm nướng phô mai như hình chụp làkcon ngon tươid cho quán . vì sự nhiệt tình của quán giành cho vợ chồng mình nên quyết định review cho quán .",0,0,0,5,0,0
"nằm trên bãi biển chính, thực sự trên cát. giá cả cao hơn một chút so với những nơi khác trong thành phố quy bào -
 nhưng địa điểm vị trí địa điểm không khí tốt. nơi này có rất nhiều du khách việt nam.",4,0,0,0,0,0
"các anh chị nhân viền vừa lịch sự vừa chu đáo. rạp phim rộng, chất lượng hình ảnh, âm thanh rất tuyệt, sạch sẽ thơm tho. còn có cả nhiều ưu đãi tốt cho khách hàng ❤
",5,0,0,0,0,0
"mèo vô tình đi ngang và tấp vào, quán không gian nhỏ nhưng đẹp, kết nhất bộ bàn ghế ngoài hè và thái độ phục vụ quán rất vui vẻ cởi mở, soda cherry ngon và giá cả hợp lí  mèo ưng quán này và sẽ ghé quài hihi :3",0,0,0,5,0,0
"quán có không gian khá đẹp và ấm áp, thực đơn chủ yếu là món tây âu nên hương vị rất lạ miệng và ngon toẹt vời, giá cả hợp lí. boss rất dễ thương và nhiệt tình, quán có bạn franchese đặc biệt nữa. quán thích hợp cho các bạn thích không gian yên tĩnh, họp gia đình cuối tuần, làm ăn với đối tác hay các bạn đang hẹn hò ",0,0,0,5,0,0
"nhà hàng này ở vị trí khá đẹp, nhìn ra là thấy hồ sinh thái ở quy nhơn. quán cũng sang trọng nhưng thực sự cách bài trí thì mình thì thấy hơi khó hiểu, nó không theo một quy luật nào cả, các bàn kê khá gần nhau nên hơi ồn,ảnh hưởng bởi bàn kế bên.nhưng được cái là bàn nào cũng được trải khăn trải bàn nhìn sạch sẽ,tinh tươm. đồ ăn thì cũng tạm được nhưng không được tươi lắm. nhưng được cái bạn phục vụ đẹp trai nên lấy được điểm trong mắt của mình. giá thì cũng ổn,biết chọn món hợp lý thì cũng rẻ.",0,0,0,4,0,0
"dịa điểm nằm ngay trung tâm, phòng rất rộng và sạch đẹp. giá quá tốt vào thời điểm này.",0,5,0,0,0,0
"năm trước đi không thích lắm, nhưng thấy năm nay toàn xe mới nên cho
",0,0,0,0,4,0
"mình đã thuê xe để đi phượt, đèo dốc ổn, xe tốt an toàn, chú cho thuê vui tính, dễ thương giá cả hợp lý.  không tiếc gì mà hẻm cho",0,0,0,0,5,0
"một trải nghiệm thú vị và đáng nhớ. ghé qua lần không được vào nên đành qua khu icise tham quan. do quá đam mê khoa học và nghiên cứu, muốn tham quan nơi này quá mà đã quyết định hồi vé máy bay ở lại thêm ngày để quay lại lần xong đến vẫn không cho vào. phải năn nĩ dữ lắm chú bv mới giúp vào hỏi quản lý ở trong và cho nhập đoàn để tham quan và trải nghiệm. cảm ơn sự nhiệt tình giúp đỡ của chú bv và ban ql. có dịp sẽ quay lại lần nữa. vì nghe nói sẽ trang bị thêm nhiều thứ mới lạ nữa.
",4,0,0,0,0,0
nhà hàng có view nhìn ra cau thu thiêm và công viên bach dang rất đẹp vào buổi tối,0,0,4,0,0,0
"chủ cho thuê xe vui vẻ nhiệt tình, giao xe nhanh chóng vừa ra cửa đi  bộ ra chút xíu là nhận được xe, thủ tục đơn giản. mọi người có ra qn chơi thì ủng hộ cho chú nhé",0,0,0,0,4,0
"nếu ở đà nẵng bạn có các quán như năm đảnh hay eo biển có càng cùm cụn thì tới quy nhơn nên ghé vô đây để thưởng thức hải sản. các món hải sản ở đây ngon, rẻ đặc biệt chất lượng luôn đây nhé. mình khá thích món càng cùm cụm hấp ở đây có cả lá dứa nữa nên mùi vị được tăng lên đáng kể luôn í. menu quán đa dạng, nhiều lựa chọn và phong phú. giá cả ở đây bình thường.",0,0,0,5,0,0
"quá tệ. không có gì đặc sắc cũng như thu hút người khác. làm kiểu: thấy họ dơ khu miền cũng chìa trốt.
",1,0,0,0,0,0
"holika hiện đang làm điên đảo giới trẻ quy thành. không gian hơi nhỏ nhưng với gam màu trắng xen lẫn những vật dụng màu hồng đem đến cho ta phong cách đa dạng từ sang trọng, hiện tại đến vintage, đến nhẹ nhàng. vị trí quán cũng khá dễ tìm. nhân viên dễ thương, nhiệt tình. bánh trà sữa trân châu giá yêu thương.000 đồng/ bánh size nhỏ,.000 đồng/ bánh size lớn. bánh khá là thơm và ngon nha, phần bông lan vị trà mềm mịn, lớp sốt trà sữa và trân châu... nói chung là ăn không thể cưỡng lại được, ngon lắm lắm luôn.",0,0,0,5,0,0
"chuyến xe t21 chạy nhơn hải có nhân viên lấy vé tên vân vô cùng mất lịch sự và thái độ không tốt đối với hành khách, nhất là học sinh. cô ta la mắng, ghét bỏ và có hành vi chiếm ghế học sinh rất nhiều lần, phải nói là lần nào cũng vậy và không có thái độ hối cãi. chèn ép gây áp lực cho các em học sinh đây là hành vi không thể nào chấp nhận được. mong xí nghiệp sẽ chấn chỉnh và giải quyết hợp lý. xin cảm ơn
",0,0,0,0,2,0
xe quá tệ. xe chạy đúngg cho tuyến sài gòn quảng ngãi. bình thường chỉ tiếng cho những vận tải khác,0,0,0,0,2,0
kỳ nghỉ tuyệt vời cũng nhờ một phần của khách sạn,0,5,0,0,0,0
"nếu bạn đang tìm kiếm burger tốt hoặc quá khứ, thanh này là một nơi tốt nhất để kiểm tra. nhân viên đáng yêu, nhạc sống rất tuyệt vời với 
không chỉ một cốc bia lạnh mà còn là một loại cocktail rất ngon được pha chế bởi người pha chế thân thiện. dễ dàng kết bạn với người địa phương ở đây.",5,0,0,0,0,0
"tác phong nhân viên tạm được, các line tính tiền chả hiểu sao lại không chịu mở ra nhiều nhiều chút.
",0,0,0,0,0,3
"rượu bây giờ chả biết đâu là thật đâu là giả, dần dần rồi thương hiệu rượu bầu đá bình định bị mai một mất
",0,0,0,3,0,0
mình và bạn mình lần đầu tiên tới đây.đồ ăn khá rẻ nhưng rất thất vọng với thái độ phục vụ của nhân viên quầy thực phẩm ăn tại chỗmang về nhăn nhó không hướng dẫn cho khách.và nhân viên thanh toán sản phẩm colour plus khi tôi nghe không rõ giá tiền phải thanh toán.tôi hỏi lại thì nhân viên nhân viên ừ.. với thái độ khó chịu.chưa gặp trường hợp nào làm trong ngành dịch vụ mà như thế.chắc là khinh thường chúng tôi vì ăn mặc nhà quê.,0,0,0,2,0,0
"tưởng không ngon mà ngon không tưởng. mình không thực sự ấn tượng với bánh xèo tôm nhảy quy nhơn. nhưng ăn bánh xèo ở đây đỉnh của chóp. đồ tươi, nêm nếm ngon, nước chấm cũng xuất sắc. giá cả ở mức hợp lý. chắc chắn sẽ quay lại quán khi có dịp ghé quy nhơn lần nữa.
",0,0,0,5,0,0
"đồ ăn rất vừa miệng, không bị ngọt như khách sạn khác. người bắc như mình ăn thấy ngon. mặc dù hơi ít món nhưng do dịch bệnh ảnh hưởng nên mình nghĩ như vậy là tốt rồi. sẽ quay lại ở.",0,0,5,0,0,0
"phòng view ổn, nhân viên nhiệt tình, dịch vụ tốt. hơi tiếc là phòng của mình không mở được cửa lùa để nghe được sóng biển vỗ",0,3,0,0,0,0
"cần cải thiện bồn tắm, nắp xả nước hay bị tắc, khó xả nước",0,2,0,0,0,0
"thiết bị, nội thất trong phòng chuẩn sao",0,5,0,0,0,0
"cảm ơn các bạn đã chuẩn bị cho mình một chiếc xe rất tốt trong suốt hành trình của mình tại quy nhơn và cảm ơn cả anh nhân viên rất nhiệt tình tư vấn cho mình các điểm ăn uống khá ngon, lần sau đến mình lại ghé nhé",0,0,0,0,5,0
"tiện nghi tốt, nội thất rất đẹp, view của khách sạn nhìn sương mù rất đẹp. nhân viên nhiệt tình, giá cả rất ổn. có dịp chắc chắn sẽ quay lại",0,4,0,0,0,0
"bánh ít lá gai ăn rất ngon, chả ram tôm đất cũng ngon.
sẽ gọi điện nhờ shop gửi ra hà nội.",0,0,0,0,0,5
"bánh canh ở đây bán rất ngon từ xưa đến nay vẫn hương vị, vẫ mùi vị đó mà làm bao người phải đến đây thưởng thức... mình thấy quán chưa bao giờ vắng khách cả.. giá cả thì lên tẹo... hồi trước làk tô, nay làk tô nhưng ăn bao ngon, bao no luôn nha... quán có bánh canh mì và bánh canh gạo... quán bán rất sạch sẽ và thoáng mát... nhân viên phục vụ tận tình khỏi chê nha... các bạn hãy tới thưởng thức món bánh canh cua, chả cá của quán và cảm nhận",0,0,0,5,0,0
"không gian nhỏ nhưng thoáng, menu đa dạng, giá rẻ. bánh ngon tuyệt nhưng hơi nhỏ. nước uống cũng ngon lắm. chỉ có nhân viên nên nhiều lúc đợi hơi lâu",0,0,0,4,0,0
"thức ăn ổn, không có gì đáng chú ý. tôi gọi cà phê nóng và nó ấm, gần như nguội. tuy nhiên, nước ép trái cây họ mới làm, đó có lẽ là thứ tốt nhất mà tôi có. dịch vụ kém. đã cố gắng gọi cho các máy chủ nhưng họ quá bận trên điện thoại của họ. sau đó, sau một thời gian, họ thực sự bắt đầu quét và lau sàn nhà trong khi khách hàng đang ăn. bên trong quá tối, có lẽ cần nhiều ánh sáng hơn",1,0,0,3,0,0
"quán ngay cạnh nghĩa ghẹ, hơi vắng vẻ. tuy nhiên chị chủ rất nhiệt tình, đồ ăn ngon  sạch sẽ. đặc biệt có món gỏi ốc rất ngon, cháo hải sản thì siêu nhiều nhân, giá cả hợp lý. đứa ăn no lặc lè mà hết cótr thì mình thấy quá xứng đáng r ❤️",0,0,0,5,0,0
"các món ăn đặc trưng việt nam, ngon mà lại khá rẻ. ngon nhất là cơm gà. nhân viên phục vụ nhanh chóng và nhiệt tình.",0,0,0,5,0,0
"địa điểm trung tâm phố biển. trên ban công tầng mình ở nhìn ra biển rất thích. tiện nghi phòng ok,tuy hơi cũ.",0,3,0,0,0,0
cơm ở đây ngon mà giá rẻ hơn quê hương. gà xối mỡ hay chiên mắm đều ngon. gà xối mỡ da giòn tan lun. quán sạch sẽ. có ship tận nơi nữa. recommend nha.,0,0,0,5,0,0
phòng 'ac là trung tâm nên rất nóng khi mới vào phòng. ac mất nhiều thời gian để hạ nhiệt. ngoài ra cửa phòng vệ sinh khó ra vào vì phòng vệ sinh nhỏ.,0,3,0,0,0,0
người lái xe rất lịch sự và tốt bụng. mọi thứ đều ổn ngay lập tức. chuyến bay bị hoãn nhưng người lái xe đã ra ngay khi chúng tôi xuống khỏi lối ra.,5,0,0,0,5,0
"tác phong nhân viên tạm được, các line tính tiền chả hiểu sao lại không chịu mở ra nhiều nhiều chút.",0,0,0,0,0,4
"quán chỉ hợp ăn chơi, bạn nào muốn ăn hải sản đầy đặn chất lượng thì nên chọn quán khác nhé.",0,0,0,2,0,0
"đối với mình là tạm ổn, nếu bạn đăng ký thành viên sẽ được giảm giá vé.
như mình đi người, giá giảm cònk/1 người.
nếu mua thêm bắp nước làk. tổng cộng sẽ làk.
bạn nào không cận nên chọn hàng ghế từ f trở lên, sẽ ngồi đỡ mỏi cổ và nhức mắt. âm thanh và ánh sáng tại rạp khá ổn.
ngoài ra, rạp startlight có khu chờ phim được decor rất đẹp mắt, mọi người có thể nhìn ngắm nội thành quy nhơn từ trên cao, rất chill đấy.",4,0,0,0,0,0
"ngon dã man. quán duy nhất quy nhơn có rau sà lách cuộn. sạch sẽ, kim chi ngon. pizza ngon. vừa mới chuyển chỗ sang đường phan bội châu. có lầu. khách đông. nhân viên người, có chú dắt xe nữa.",0,0,0,5,0,0
"thiệt tình là menu ở quán đa dạng nhiều món trà quá nên cũng vô tình gọi được ly trà cam vàng đào nhài,đầu tiên nhìn cái màu nước là ưng ý rồi nhưng cũng chả biết vị nó ra sao,bt uốg nước cam thì sẽ nghe mùi cam hay bột cam nhưng mà riêng ly này thì không,mình cảm thấy ngon có mùi đặc trưng của cam kết hợp đào nhài nhé  à bên trong còn có hoa nhài nữa nha,vị nước này thì rất ngon,k quá ngọt gắt,mùa hè này mà uống thì hết sảy,mặc dù giá có vẻ hơi cao nhưng mà uốg dc ly ngon như v mình cảm thấy k tiếc tí nào ",0,0,0,5,0,0
xe buýt nước trình bày quan điểm của thành phố hcm và một số quận ngoại thành từ sông với giao thông ra ngoài.,0,0,0,0,4,0
"quán này tối đông lắm nên tốt nhất là tới sớm chút nhé. có khu vui chơi cho trẻ em nữa nên bố mẹ đến cafe với bạn bè cũng tiện, đỡ giữ mấy đứa nhỏ. bữa mình uống trà đào cam sả, thấy ok đó chứ. k thua gì mấy quán chuyên trà sữa trà đào cho giới trẻ, miếng đào múp rụp. uống ít ngọt thì nhớ dặn quán, mùa này uống vậy là ok rồi. có cả điểm tâm sáng nữa, kết nhất món bún đuôi bò á",0,0,0,5,0,0
"nhóm mình đi quy nhơn chơi. được mấy anh chị đi trước hướng dẫn đến tiệm này để thuê xe. công nhận đúng ý thật. xe mới, chủ quán nhiệt tình thêm cái giá cả quá hợp lý. quy nhơn đẹp, tiệm này cũng quá dễ thương. luôn ủng hộ dịch vụ cho thuê xe máy quy nhơn mỗi lần ghé nơi đây ",0,0,0,0,5,0
"toilet bố trí không phù hợp lắm. gương lớn chiếu vô giường khó ngủ. cách âm kém, ồn.",0,3,0,0,0,0
"món ăn ở đây rất ngon. gà rán hay gà nướng các loại đều rất hợp vị, gà rán giòn,không bị bở. đặt biệt gà phô mai nhiều, phômai thơm, béo lắm luôn. ngoài ra ở đây còn có bán các loại nước trái cây, cf , soda các loại. và cách phục vụ của các bạn nhân viên, niềm nở, chu đáo, nhiệt tình và lễ phép với khách hôm rồi mình đi sinh nhật cháu gái tại jollibee, cảm thấy rất thích không gian ở đây .phù hợp để tổ chức sinh nhật, hội nhóm bạn bè ",0,0,0,5,0,0
"các tàu cánh ngầm cũ của nga và vina express hiện đã ngừng hoạt động. tại thời điểm này, tàu tốc hành pacific với các tàu mới đã được tiếp quản sử dụng cùng các phương tiện cập cảng.",0,0,0,0,0,0
"cơ sở xuống cấp trầm trọng, đi vào thì nhân viên đang ngủ, kêu mãi mới có người, lên phòng xông hơi thì đợi nó bật máy cả tiếng chưa có hơi nóng. phòng ốc hôi kinh dị.",0,1,0,0,0,0
"món đa dạng, vị ổn, ăn được, giá hơi cao, không gian đẹp, phù hợp cho khách du lịch và đoàn khách, nhưng để nhớ tới món ăn thì ... có vẻ chưa.",0,0,5,0,0,0
"quy nhơn là một trong những thành phố yêu thích của tôi tại việt nam và quán bar này là một trong những nơi tốt nhất để bạn có thể đi chơi ở đây.
 thiết kế thoáng mát, bia lạnh bíp, bóng bàn, phi tiêu. . vv rất nhiều hoạt động hàng ngày. bạn có thể dễ dàng gặp gỡ một người mới ở đây: người nước ngoài, du khách ba lô, du lịch, người dân địa phương nên nó là một hỗn hợp tốt cho bầu không khí của họ. rất khuyên  ",5,0,0,0,0,0
bãi xe sâu phía bên dưới quá an toàn.,0,0,0,0,4,0
"mình chỉ đến spa ngẫu nhiên do spa gần khách sạn mình ở quy nhơn nhưng rất ngạc nhiên về chất lượng: dịch vụ spa rất chuyên nghiệp, hiệu quả, nhân viên có vẻ có tay nghề rất tốt, phục vụ nhiệt tình, thân thiện. highly recommend
",5,0,0,0,0,0
"sò điệp nướng mỡ hành cũng ngon, ăn chung w muối tiêu xanh, nhug muối này hơi ngọt xí. mực nướng muối ớt mình gọigr, mực tươi nướng thấm, ăn rất giòn, ko dai. sẽ ghé lại ăn nếu có dịp ghé qn lần nữa.",0,0,0,5,0,0
"quán có tông màu chủ đạo là xanh dương và trắng. nhìn thì thấy quán khá nhỏ, nhưng cách bố trí nên thấy view quán rất đẹp, chật mà chất : phong cách view quán và phong cách phục vụ theo kiểu phương tây nên mình khá thích quán này. về thức uống khá ngon đấy, giá lại cũng hợp lý, tại mình đi vội nên không thử được các món con lại. tóm lại quán này về view rất đẹp, cách phục vụ rất tốt dù khách đông nhưng nhiệt tình. mình rất thích quán này có dịp mình sẽ ghé quán để thưởng thức nốt các món còn lại :",0,0,0,5,0,0
"quán này nghe đồn nổi tiếng lâu đời lắm rồi. thành thương hiệu bánh canh của quy nhơn luôn. mình ấn tượng với bà o già già mặc áo bà ba ngồi bán phía trước. không gian quán cũng không rộng rãi là mấy, nhưng quán này chỉ vào ăn rồi ra, nên không chiếm nhiều thời gian. nên thế này là được rồi. quán ngoài bánh canh bánh cuốn còn bán kèm sữa đậu nữa...bánh canh dai ngon,nước dùng khá ngọt. điểm nhấn của tô bánh canh này là là chả cá, chả cá vừa sực sực và ngọt.ngon quá trời luôn.",0,0,0,5,0,0
"một tập đoàn lớn mà không có phòng nhỏ cho anh em tài xế nằm nghỉ ngơi,để tài xế đi lang thang
sếp tôi là member,là khách đang sử dụng dịch vụ bên phía bạn,tôi chở sếp đi chơi golf thì tôi cũng là khách,khách đến nhà không trà thì cũng rượu
không có nổi cái room cho ae tài xế nghỉ ngơi thì có xứng đáng dc sao ko ,tôi xin phép cho tạm sao",1,0,0,0,0,0
"có vẻ như một chuyến tàu trực tiếp từ trung quốc sẽ có trong năm tới, và một lượng lớn khách du lịch được mong đợi. 
hãy bảo vệ thiên nhiên tươi đẹp này bằng cách tẩy trang kem chống nắng và thuốc chống côn trùng trước khi vào thác.",5,0,0,0,0,0
"người lái xe tuyệt vời, dũng cảm, không bao giờ bực bội, thậm chí không bao giờ bấm còi, sẽ giới thiệu kỹ lưỡng",5,0,0,0,5,0
"lần đầu mình ăn pizza ở quy nhơn, nói chung là được. thứ nhất, không gian ấm cúng, vị trí dễ tìm. thứ hai, nhân viên thân thiện, vui vẻ. thứ ba, bánh và các món thì tạm ổn. không quá ngon hay đặc sắc. mình đi người hết gầnk. bánh thập cẩm size s mình thấy ăn cũng ngon, salad cá ngừ mình ăn xong hết món trước rồi mới đem ra gia vị hơi nhạt, bánh mì bơ tỏi khá bình thường. thứ tư, thứ mình thích nhất là trà đào tại quán.",0,0,0,4,0,0
"nghe bảo khách sạn chỗ này sang trọng mà lại hút khách lắm nên cũng đến đây thuê phòng thử. công nhận chỗ này đông khách thật, lúc mình đến thuê phòng thì chỉ còn duy nhất một phòng trống thôi. không gian thì sang trọng, lịch sự, mát mẻ. phục vụ thân thiện vui vẻ mà lại còn tận tình nữa. vị trí của khách sạn thì đẹp miễn bàn, đối diện biển nên rất thoáng mát. view nhìn từ phòng mình ra biển rất đã mắt. phòng ốc sạch sẽ, gọn gàng thơm tho. hội trường ở đây cũng bự và mát nữa. mấy cô tiếp tân phục vụ thì mình thấy hơi thiếu nhiệt tình.
",0,4,0,0,0,0
"phòng sạch sẽ, thoáng, nệm êm, đầy đủ thiết bị",3,0,0,0,0,0
"quán hải sản này nhiều loại hải sản như tất cả các loại ốc, cua, cá...trên dưới loại được chế biến sẵn rồi bày bán kèm theo nước chấm tùy loại và rau xoài nữa. ưu điểm này là quán bán giá rẻ, các tầng lớp như sinh viên,học sinh,lao động phổ thông đều có thể vào nhậu khỏi lo về giá. một người khoảngk là đã thôi. nhưng mà về độ tươi của hải sản thì hình như phải xem xét lại, nó không được tươi ngon lắm. nhưng tiền nào của ấy thôi. quán vẫn đông tấp nập.",0,0,0,4,0,0
"mình được bạn giới thiệu cho tour kỳ co trọn góik trên fanpage du lịch biển bảo nam, thế là thấy cũng ok nên đặt tour bên đó luôn. sáng cùng đồng bọn đến nhơn lý, anh chủ ra đón đến nhà hàng cực kỳ thân thiện. tầmh đi cano ra kỳ co, cano xịn ghê, đi tầmp là đến đảo rồi. bọn mình tha hồ chụp ảnh tắm biển các kiểu,cảnh đẹp mê hồn. trưa anh hướng dẫn viên của bảo nam đưa bọn mình ra bãi dứa lặn ngắm san hô thỏa thích xong về nhà hàng tắm nước ngọt, ăn hải sản muốn ngập mặt luôn, món. là lá la nghỉ ngơi một lúc bọn mình về lại qn. chuyến đi quá tuyệt, dịch vụ ok",5,0,5,5,5,0
"ở qui nhơn nghe có nhà hàng quê hương nổi tiếng lắm , đi đâu cũng nghe tiếng hết trơn có tới chi nhánh lận , mà sao mình lại không thích quán này cho lắm và cảm thấy không ngon . nhân viên phục vụ có vẻ không thân thiện , mặt chẳng thân thiện tí nào . menu có nhiều món , giá cả cũng được . mình ăn địa chỉ cảm thấy ở đây hơi tối và nóng nực . cơm khá nhạt , hơi mềm. gà giòn nhưng cũng bị nhạt mất , ăn chả thấy ngon gì hết . chắc sẽ không quay lại",0,0,2,2,0,0
"chỗ ngồi đủ thoải mái nhưng các cabin có xu hướng nóng lên khá nhanh vào chuyến đi buổi sáng full cabin. 
về cơ bản, bị giam ở trong nhà, mặc dù bạn có thể đi bộ xung quanh bên trong thuyền.trong chuyến trở lại của chúng tôi, một nhân viên đã đậu xe máy của mình tại một trong những khu vực xem chỉ có người một lúc. lần tới",0,0,0,0,2,0
"quán có không gian bắt mắt và đông khách nhất là cuối tuần... thích hợp cho mọi lứa tuổi đặc biệt là các cuộc họp mặt gia đình và bạn bè... nước uống cũng đc, giá bán cũng đc so với view quán ntn... quán không khi nào vắng khách cả... đây là lần thứ mình ghé quán nhưng vẫn thấy đc cách phục vụ rất chuyên nghiệp và ân cần của nhân viên đối với khách hàng của mình... có phong cách đặc biệt và đơn giản nên thu hút đc nhiều khách trong và ngoài thành phố đến nghỉ ngơi và thư giãn",0,0,0,5,0,0
